name	att_length	genome_length	score
BDP_291170	17	27808	99
BDP_126802	13	27797	100
BDP_145539	16	27797	64.33962264150944
BDP_387836	12	27796	36.410000000000004
BDP_221122	14	27790	100
BDP_244000	92	27790	85.03999999999999
BDP_254195	14	27790	100
BDP_409067	340	27784	98
BDP_3063	14	27782	50.61
BDP_350583	15	27781	99
BDP_28360	23	27778	84.0392156862745
BDP_345	15	27775	80
BDP_294689	46	27774	100
BDP_122522	12	27772	75.0392156862745
BDP_241856	7	27771	99
BDP_164067	45	27770	100
BDP_12737	13	27768	43.61475409836066
BDP_274709	29	27767	83.03999999999999
BDP_289992	15	27763	100
BDP_13501	18	27762	96
BDP_181666	21	27753	100
BDP_87166	24	27752	95
BDP_16989	18	27750	24.93877551020408
BDP_282695	46	27749	99
BDP_19509	25	27748	99
BDP_136114	15	27747	21.37755102040817
BDP_286948	67	27746	99
BDP_7580	28	27743	98
BDP_20904	10	27742	100
BDP_30616	34	27742	100
BDP_171204	7	27742	100
BDP_285672	17	27742	94
BDP_208619	24	27740	58.11538461538461
BDP_369588	84	27740	97
BDP_265677	49	27739	100
BDP_68460	22	27734	99
BDP_6385	44	27731	99
BDP_246927	50	27731	97
BDP_290639	46	27729	66.0873786407767
BDP_161728	15	27726	100
BDP_186652	17	27723	87.00980392156863
BDP_114330	27	27722	83
BDP_66666	43	27715	100
BDP_14379	26	27712	98
BDP_331824	31	27710	37.013888888888886
BDP_237208	6	27706	100
BDP_363023	9	27695	98
BDP_111365	52	27693	100
BDP_101220	23	27685	100
BDP_412791	15	27679	100
BDP_183758	10	27677	100
BDP_194328	13	27674	67.00990099009901
BDP_83414	17	27668	100
BDP_337850	22	27668	99
BDP_87880	12	27666	100
BDP_72455	17	27664	24.759999999999998
BDP_82806	23	27664	30.839999999999996
BDP_179845	15	27663	99
BDP_240569	35	27663	86
BDP_99874	22	27654	97
BDP_161027	24	27654	99
BDP_267948	8	27653	100
BDP_414796	19	27653	59.012048192771076
BDP_166666	14	27652	100
BDP_248013	63	27652	94
BDP_170207	179	27637	100
BDP_399865	107	27637	100
BDP_215331	5	27630	100
BDP_229256	24	27627	99
BDP_91134	92	27624	98
BDP_144677	14	27623	100
BDP_152329	46	27623	34.05714285714286
BDP_254450	46	27620	88
BDP_245179	27	27617	100
BDP_347527	26	27616	99
BDP_359961	213	27615	83.01
BDP_332799	56	27614	51.15238095238095
BDP_166524	17	27612	64.01
BDP_300435	21	27612	100
BDP_31045	27	27597	98
BDP_208272	49	27593	25.612244897959187
BDP_393800	71	27593	99
BDP_265607	75	27589	94.00990099009901
BDP_271296	15	27585	100
BDP_346062	12	27585	42.81
BDP_261731	18	27579	96.00990099009901
BDP_158555	46	27577	24.839999999999996
BDP_157267	19	27576	99
BDP_1722	16	27574	100
BDP_105424	23	27572	96.00990099009901
BDP_367213	78	27570	100
BDP_104254	8	27568	100
BDP_149422	31	27566	78.00990099009901
BDP_218927	28	27561	100
BDP_15369	12	27560	99
BDP_280431	122	27559	97
BDP_5081	23	27552	100
BDP_243588	21	27548	100
BDP_378627	31	27545	97
BDP_235826	54	27537	100
BDP_400766	5	27537	100
BDP_92987	14	27535	59.010000000000005
BDP_70480	12	27532	60.087378640776706
BDP_296568	8	27526	100
BDP_65160	9	27523	53.29
BDP_329483	30	27523	100
BDP_316618	20	27520	21.227272727272727
BDP_250146	64	27519	99
BDP_329006	44	27519	93.03999999999999
BDP_136713	17	27518	100
BDP_408515	12	27515	94
BDP_18426	347	27513	100
BDP_250499	16	27506	59
BDP_409483	45	27506	93
BDP_117591	17	27505	100
BDP_79806	60	27502	94
BDP_173082	43	27502	100
BDP_131200	14	27501	100
BDP_424085	10	27492	100
BDP_116445	73	27484	100
BDP_245662	16	27481	100
BDP_159375	15	27477	100
BDP_395668	5	27475	100
BDP_129009	16	27469	100
BDP_2469	13	27467	57.49000000000001
BDP_291198	41	27466	98
BDP_237307	45	27463	100
BDP_342077	16	27462	97
BDP_422318	23	27462	100
BDP_160091	19	27449	99
BDP_37866	17	27444	47.75
BDP_286739	228	27443	97
BDP_45309	46	27441	100
BDP_284915	15	27441	100
BDP_121233	15	27435	96
BDP_137291	34	27425	100
BDP_429164	34	27424	98
BDP_357352	32	27422	46.74226804123711
BDP_166729	10	27421	99
BDP_152943	18	27420	96
BDP_252119	22	27417	71.64
BDP_109900	12	27416	99
BDP_151341	76	27410	56.00952380952381
BDP_69670	12	27407	100
BDP_170196	50	27405	100
BDP_397172	62	27402	99
BDP_67336	21	27387	98
BDP_82140	18	27385	61.23584905660377
BDP_195759	28	27382	95
BDP_29195	7	27381	100
BDP_273031	22	27380	100
BDP_337145	113	27379	95
BDP_421018	22	27379	100
BDP_247297	128	27378	98
BDP_417091	13	27378	100
BDP_418127	7	27376	100
BDP_37858	15	27364	98
BDP_394944	91	27364	100
BDP_15812	216	27362	100
BDP_317037	33	27361	98
BDP_35615	11	27358	100
BDP_155672	59	27358	100
BDP_41005	78	27357	100
BDP_152129	18	27352	80
BDP_227422	24	27351	100
BDP_166146	59	27346	100
BDP_172013	49	27341	66.00990099009901
BDP_231442	25	27337	55.16
BDP_189855	18	27336	100
BDP_135343	50	27335	100
BDP_198838	89	27335	95
BDP_321684	16	27332	38.33333333333333
BDP_22988	15	27330	61.47572815533981
BDP_301451	50	27330	100
BDP_297671	17	27326	94.00990099009901
BDP_290829	9	27325	99
BDP_11263	17	27321	100
BDP_77232	21	27313	100
BDP_73353	12	27310	83
BDP_245252	15	27309	100
BDP_156977	17	27305	100
BDP_57422	23	27298	88.36
BDP_84210	45	27298	99
BDP_190859	14	27296	100
BDP_326699	13	27296	69.01
BDP_213097	28	27287	100
BDP_278883	26	27284	100
BDP_128195	16	27283	28.454545454545453
BDP_120243	28	27280	100
BDP_130540	79	27278	100
BDP_230934	15	27278	100
BDP_126564	19	27274	100
BDP_425368	40	27270	96
BDP_79823	122	27269	100
BDP_394655	15	27266	61.45794392523365
BDP_253133	57	27258	97
BDP_402642	76	27258	93
BDP_344151	14	27251	100
BDP_427923	12	27248	100
BDP_281362	13	27241	100
BDP_398284	124	27241	100
BDP_28243	15	27232	92.01
BDP_381370	45	27231	72.49000000000001
BDP_286568	89	27229	65.27433628318583
BDP_301529	28	27229	73.74311926605505
BDP_243632	36	27227	55.087378640776706
BDP_26108	13	27220	72.15384615384616
BDP_336856	5	27220	99
BDP_284668	17	27217	100
BDP_396085	42	27214	100
BDP_118411	16	27208	100
BDP_158087	18	27205	100
BDP_410923	40	27203	100
BDP_305256	47	27199	100
BDP_53812	50	27195	100
BDP_40805	44	27194	75.74311926605505
BDP_369888	32	27188	37.015151515151516
BDP_62268	7	27185	100
BDP_344967	28	27183	97
BDP_353311	48	27179	100
BDP_311487	97	27177	93
BDP_358788	8	27173	100
BDP_246995	24	27171	100
BDP_427720	18	27169	100
BDP_19124	47	27161	52.046511627906966
BDP_150010	12	27161	58.36
BDP_387233	8	27161	100
BDP_410753	21	27160	57.25
BDP_62024	72	27158	100
BDP_270396	13	27156	100
BDP_379156	27	27156	100
BDP_9646	66	27155	96
BDP_73528	36	27152	100
BDP_64198	23	27145	100
BDP_243257	14	27145	70.25510204081633
BDP_284636	21	27145	98
BDP_344299	55	27143	20.489999999999995
BDP_2276	43	27140	100
BDP_201506	15	27138	100
BDP_30151	18	27131	56.59813084112149
BDP_267310	5	27128	100
BDP_6418	12	27127	31.534653465346537
BDP_104165	8	27124	100
BDP_218325	27	27123	100
BDP_63035	47	27121	100
BDP_147218	68	27120	98
BDP_395023	42	27120	99
BDP_1396	16	27116	100
BDP_287914	30	27111	100
BDP_114936	38	27110	96
BDP_133008	11	27108	100
BDP_220360	130	27107	100
BDP_14268	21	27105	99
BDP_9718	18	27104	100
BDP_73368	124	27103	99
BDP_19370	215	27101	95
BDP_33469	74	27101	98
BDP_128827	17	27101	21
BDP_263843	17	27100	70.25
BDP_160076	22	27098	96
BDP_135580	26	27095	93
BDP_15638	166	27094	82
BDP_66347	66	27094	82.0392156862745
BDP_82472	166	27094	88
BDP_189354	166	27094	82
BDP_241759	166	27094	82
BDP_269251	166	27094	92
BDP_329864	166	27094	82
BDP_330326	166	27094	85
BDP_363384	166	27094	82
BDP_384136	163	27091	95
BDP_59439	77	27089	23.690140845070424
BDP_110394	23	27089	100
BDP_338926	14	27089	100
BDP_361702	17	27089	100
BDP_38495	33	27085	100
BDP_251913	31	27084	97
BDP_77712	149	27077	93
BDP_126161	149	27077	95
BDP_155316	33	27077	98
BDP_105932	12	27075	97
BDP_234310	144	27072	94.01
BDP_385901	53	27066	100
BDP_368984	18	27065	40.959999999999994
BDP_280082	31	27063	100
BDP_166929	17	27054	94
BDP_143233	43	27051	100
BDP_105172	12	27050	49.41379310344827
BDP_317882	34	27050	100
BDP_363938	14	27050	64.23809523809523
BDP_108673	11	27046	100
BDP_192311	16	27043	46.339622641509436
BDP_18183	21	27041	100
BDP_311041	49	27041	100
BDP_344418	86	27040	100
BDP_386605	24	27024	99
BDP_134855	50	27022	100
BDP_307605	21	27018	95
BDP_351070	15	27018	90
BDP_56982	16	27014	41.801980198019805
BDP_144668	14	27012	70
BDP_123953	141	27011	93
BDP_354915	48	27010	78
BDP_119975	28	27003	100
BDP_406298	47	27003	100
BDP_398027	37	27002	100
BDP_168184	120	27000	84
BDP_10346	18	26992	28.840000000000003
BDP_140593	16	26989	52.01219512195122
BDP_193107	62	26989	100
BDP_29098	7	26982	98
BDP_345849	14	26982	74
BDP_194416	25	26981	95
BDP_352962	19	26980	98
BDP_9833	51	26979	85.25
BDP_389658	97	26977	95
BDP_40709	58	26976	36.349514563106794
BDP_182186	32	26976	99
BDP_183005	12	26971	71.00990099009901
BDP_300809	64	26971	100
BDP_61082	20	26969	99
BDP_353054	43	26969	100
BDP_185080	111	26959	100
BDP_336183	11	26948	100
BDP_208917	16	26942	28.409999999999997
BDP_137649	14	26939	64.00990099009901
BDP_42468	11	26937	100
BDP_260520	15	26934	94
BDP_66661	36	26932	66
BDP_64546	13	26929	57.95238095238095
BDP_300138	26	26926	69.5925925925926
BDP_296870	92	26922	100
BDP_371260	26	26908	78.49000000000001
BDP_327000	17	26903	99
BDP_100995	19	26901	92
BDP_181767	179	26899	96
BDP_95804	59	26897	42.25
BDP_307191	19	26896	99
BDP_153724	60	26893	96
BDP_263837	115	26891	89
BDP_390832	43	26887	100
BDP_7944	5	26886	99
BDP_64279	142	26886	100
BDP_109897	47	26886	78.03999999999999
BDP_190858	24	26886	99
BDP_41913	14	26884	72.03999999999999
BDP_201678	5	26883	99
BDP_352445	91	26883	89.0392156862745
BDP_51937	15	26882	84
BDP_9305	43	26877	100
BDP_172723	12	26876	48.198019801980195
BDP_388482	33	26874	92.03999999999999
BDP_192786	12	26872	86
BDP_4630	51	26871	99
BDP_320838	88	26870	97
BDP_393602	87	26869	93
BDP_34712	24	26868	70
BDP_48319	107	26866	100
BDP_265267	104	26865	100
BDP_85422	23	26860	100
BDP_130995	24	26859	96
BDP_296839	5	26859	100
BDP_291641	23	26855	97
BDP_164932	43	26854	98
BDP_294146	15	26852	100
BDP_260591	34	26850	100
BDP_104720	35	26848	68.00990099009901
BDP_139318	19	26847	99
BDP_24723	42	26840	71.64
BDP_227477	17	26839	100
BDP_383158	17	26839	99
BDP_61363	17	26836	21.846153846153847
BDP_100222	19	26836	100
BDP_62339	24	26827	98
BDP_55176	18	26824	25.29
BDP_270660	8	26824	99
BDP_211305	58	26823	94
BDP_214714	60	26823	100
BDP_187158	29	26821	35.3125
BDP_399868	55	26821	100
BDP_292155	100	26818	93.0392156862745
BDP_66810	107	26815	100
BDP_265606	17	26812	38.61
BDP_138023	55	26810	100
BDP_379737	15	26809	53.469387755102034
BDP_355637	20	26799	96
BDP_99603	13	26797	56.49000000000001
BDP_150229	12	26793	25.89
BDP_84242	63	26791	100
BDP_366510	7	26790	100
BDP_419120	30	26787	96
BDP_272580	28	26785	100
BDP_136851	165	26783	99
BDP_187481	179	26783	100
BDP_298770	102	26779	100
BDP_230968	17	26778	30.207920792079207
BDP_392080	15	26778	100
BDP_9888	21	26777	100
BDP_225477	17	26777	63.04705882352941
BDP_339431	17	26777	57
BDP_33832	47	26774	69.0873786407767
BDP_110747	69	26770	99
BDP_427821	156	26769	52.25
BDP_184958	9	26764	100
BDP_167224	182	26762	95
BDP_262676	13	26761	100
BDP_109610	37	26755	99
BDP_2253	14	26754	100
BDP_67803	20	26753	100
BDP_86477	26	26748	91
BDP_163787	26	26743	63.15841584158416
BDP_276738	13	26739	57.08653846153847
BDP_262217	13	26738	94.0392156862745
BDP_193360	48	26737	100
BDP_214074	13	26730	100
BDP_95095	17	26729	97
BDP_54475	22	26728	100
BDP_404095	47	26727	99
BDP_290390	13	26715	100
BDP_266360	17	26713	99
BDP_69381	17	26712	100
BDP_177013	16	26712	91
BDP_135144	47	26703	41.41
BDP_281226	9	26702	99
BDP_33773	67	26701	100
BDP_314468	32	26701	100
BDP_288481	7	26700	100
BDP_275525	29	26698	97
BDP_287461	11	26696	100
BDP_320062	252	26693	100
BDP_328486	23	26692	99
BDP_378116	50	26687	100
BDP_292801	15	26686	71.28571428571429
BDP_30808	20	26683	78.0392156862745
BDP_114520	76	26666	97
BDP_248168	5	26666	100
BDP_30929	44	26664	65.69
BDP_149746	76	26657	98
BDP_32774	30	26654	92
BDP_287070	15	26648	99
BDP_17957	47	26647	36
BDP_187153	26	26645	99
BDP_305888	89	26645	94
BDP_218441	7	26641	100
BDP_268516	13	26637	92
BDP_29036	41	26634	99
BDP_141175	50	26629	26.43010752688172
BDP_82917	5	26626	100
BDP_267197	27	26619	99
BDP_334866	48	26618	56.09
BDP_5154	15	26616	100
BDP_308032	21	26615	100
BDP_287721	18	26613	99
BDP_240016	185	26610	95
BDP_363165	13	26610	54.36
BDP_374471	44	26609	57.16
BDP_157117	65	26608	24
BDP_414908	26	26605	91
BDP_166257	44	26604	91
BDP_92114	49	26602	98
BDP_303286	54	26601	31.813333333333333
BDP_117256	43	26600	72
BDP_290278	43	26599	100
BDP_164719	26	26593	92
BDP_340138	115	26589	100
BDP_46522	6	26584	100
BDP_233688	25	26581	93
BDP_297599	29	26579	28.29
BDP_407649	47	26577	45.16842105263157
BDP_12789	81	26576	100
BDP_342475	15	26573	62.45794392523365
BDP_224005	48	26567	100
BDP_168037	199	26562	100
BDP_384972	17	26562	97
BDP_797	9	26556	100
BDP_354546	47	26556	99
BDP_298565	30	26549	98
BDP_420580	29	26545	97
BDP_160631	17	26540	70.0392156862745
BDP_402070	14	26534	24.160000000000004
BDP_47336	18	26531	100
BDP_2125	18	26525	73.01030927835052
BDP_323819	30	26525	38
BDP_17954	6	26522	100
BDP_4574	17	26521	99
BDP_251332	43	26521	100
BDP_197167	16	26520	97
BDP_118202	134	26518	70.03999999999999
BDP_36858	8	26509	100
BDP_48488	17	26506	100
BDP_261166	17	26506	87
BDP_23910	15	26502	100
BDP_428335	13	26499	100
BDP_121628	24	26498	100
BDP_123874	25	26493	100
BDP_183547	21	26491	40.44
BDP_358089	69	26487	100
BDP_19640	47	26475	100
BDP_326470	125	26470	99
BDP_221790	14	26469	75
BDP_293232	103	26467	90
BDP_231095	32	26463	100
BDP_13028	62	26461	99
BDP_115385	65	26460	99
BDP_427388	50	26459	97
BDP_413626	24	26456	66.0392156862745
BDP_9128	17	26455	100
BDP_314747	23	26454	100
BDP_416110	23	26452	100
BDP_23689	63	26451	100
BDP_9133	25	26445	74.48514851485149
BDP_309823	15	26435	22.61
BDP_49600	79	26432	100
BDP_128111	268	26431	79
BDP_429201	23	26431	100
BDP_261463	21	26430	99
BDP_222854	14	26428	72.03999999999999
BDP_53179	8	26424	100
BDP_271280	8	26424	100
BDP_114986	20	26422	99
BDP_17640	15	26421	100
BDP_394445	17	26420	99
BDP_310006	41	26413	90
BDP_349588	43	26411	100
BDP_305874	19	26407	100
BDP_296761	93	26404	94
BDP_312280	35	26404	50.29
BDP_219773	5	26403	100
BDP_389405	12	26402	38.120000000000005
BDP_414111	11	26395	100
BDP_308813	15	26391	100
BDP_361928	44	26391	65.35294117647058
BDP_136807	14	26388	100
BDP_289739	18	26387	100
BDP_271564	12	26386	67.0392156862745
BDP_364743	8	26385	98
BDP_21040	46	26383	100
BDP_14300	41	26381	100
BDP_56164	7	26379	99
BDP_430056	13	26378	99
BDP_129802	26	26375	89
BDP_299516	28	26372	97
BDP_381364	5	26369	98
BDP_221193	51	26361	99
BDP_314479	24	26353	99
BDP_223217	54	26352	99
BDP_408964	25	26352	100
BDP_197187	43	26351	100
BDP_315001	8	26347	100
BDP_399125	130	26345	100
BDP_395279	112	26338	100
BDP_21737	28	26337	100
BDP_368778	13	26337	100
BDP_144031	64	26333	99
BDP_221743	23	26331	100
BDP_427597	32	26331	73.01
BDP_181555	21	26330	59.36
BDP_46337	43	26328	100
BDP_73799	22	26328	99
BDP_425412	21	26316	100
BDP_389938	52	26312	98
BDP_46771	22	26310	95
BDP_214379	75	26309	96
BDP_287125	13	26307	84
BDP_92859	11	26296	100
BDP_129349	10	26296	100
BDP_67138	19	26295	85.04040404040404
BDP_368983	54	26295	97
BDP_54252	202	26293	99
BDP_316818	58	26292	100
BDP_280861	27	26289	99
BDP_261243	15	26286	88
BDP_413010	12	26281	44.01010101010101
BDP_177094	12	26279	25.919191919191917
BDP_132369	35	26278	100
BDP_97318	27	26274	100
BDP_228343	18	26274	100
BDP_119089	14	26271	24.25
BDP_362745	21	26269	96
BDP_246131	17	26265	100
BDP_331991	16	26265	69.45794392523365
BDP_356517	6	26264	98
BDP_164179	12	26262	26.29
BDP_133477	14	26261	98
BDP_260555	34	26259	98
BDP_68386	20	26256	99
BDP_302523	15	26254	88
BDP_181184	6	26248	100
BDP_204130	12	26248	100
BDP_217530	34	26248	98
BDP_85210	12	26246	29.340206185567013
BDP_235676	107	26244	100
BDP_232612	23	26240	96
BDP_113516	15	26238	47
BDP_255884	17	26238	99
BDP_76475	60	26232	98
BDP_26658	88	26225	100
BDP_162313	24	26225	98
BDP_146478	21	26223	88
BDP_166315	29	26221	98
BDP_221504	44	26212	100
BDP_2866	17	26206	96
BDP_145947	360	26206	98
BDP_256639	26	26205	92
BDP_207274	11	26203	100
BDP_137344	81	26199	73.00990099009901
BDP_275229	8	26199	100
BDP_8141	10	26198	100
BDP_63023	17	26196	100
BDP_23180	27	26195	96
BDP_101416	5	26195	100
BDP_146416	20	26195	100
BDP_247564	20	26195	100
BDP_276036	20	26195	100
BDP_15900	45	26188	100
BDP_43354	15	26182	73.00980392156863
BDP_251511	7	26177	100
BDP_4816	223	26173	99
BDP_219679	15	26171	37.66666666666666
BDP_342327	39	26170	100
BDP_376763	70	26170	100
BDP_56477	17	26163	31.89
BDP_399847	9	26163	98
BDP_375881	14	26159	67.25
BDP_192904	16	26152	100
BDP_273535	26	26139	100
BDP_109268	19	26138	100
BDP_206164	15	26137	94.0392156862745
BDP_191099	14	26136	100
BDP_54346	17	26133	20.839999999999996
BDP_86148	7	26132	100
BDP_94369	12	26132	24.839999999999996
BDP_68395	10	26128	32.489999999999995
BDP_327801	19	26126	100
BDP_109123	73	26123	97
BDP_188975	50	26119	94.01
BDP_292403	19	26107	100
BDP_224088	14	26104	38.89
BDP_40226	21	26103	93
BDP_179638	24	26100	100
BDP_320813	12	26096	34.29
BDP_138984	74	26095	100
BDP_77214	12	26087	100
BDP_87787	17	26085	98
BDP_252311	74	26084	100
BDP_359250	42	26082	95.00990099009901
BDP_88571	14	26081	100
BDP_141438	51	26080	100
BDP_357973	7	26080	100
BDP_8379	123	26079	92.00990099009901
BDP_98803	21	26074	71
BDP_144292	37	26074	56.44
BDP_92120	16	26073	69.01
BDP_89662	24	26071	92
BDP_426188	130	26067	100
BDP_28682	178	26066	96
BDP_234452	17	26066	100
BDP_261335	243	26065	78
BDP_274031	15	26063	100
BDP_6572	39	26059	41.85263157894737
BDP_172617	26	26058	92
BDP_56261	18	26042	37.239999999999995
BDP_148185	19	26041	99
BDP_29905	23	26037	100
BDP_25144	47	26032	100
BDP_360001	45	26032	98
BDP_416561	82	26032	98
BDP_92382	48	26029	72.28571428571429
BDP_417371	9	26029	100
BDP_288666	83	26028	100
BDP_175494	12	26024	20
BDP_370872	15	26014	100
BDP_319488	18	26013	100
BDP_375410	64	26012	100
BDP_103836	60	26009	95.00990099009901
BDP_110436	77	26008	100
BDP_124779	17	26007	100
BDP_355366	12	26007	77
BDP_67802	21	26006	100
BDP_351581	18	26006	99
BDP_45088	21	26004	97
BDP_104060	51	26002	92
BDP_96335	60	25992	100
BDP_213760	5	25989	99
BDP_356048	6	25985	99
BDP_16644	58	25981	92
BDP_19694	11	25980	100
BDP_287744	19	25980	99
BDP_237903	22	25969	98
BDP_13350	61	25962	100
BDP_167701	15	25960	97
BDP_17199	26	25952	97
BDP_127871	14	25952	100
BDP_253849	20	25951	99
BDP_359299	15	25948	100
BDP_148416	105	25947	100
BDP_158216	101	25947	90
BDP_284196	14	25944	76
BDP_406427	20	25943	68.36
BDP_393876	16	25940	100
BDP_233975	21	25937	82
BDP_255728	15	25933	99
BDP_115549	64	25932	98
BDP_369458	12	25930	100
BDP_55762	15	25929	100
BDP_406698	43	25929	47.64
BDP_107623	47	25927	100
BDP_388286	20	25927	100
BDP_326592	26	25919	90
BDP_392453	9	25919	100
BDP_12745	49	25918	67.0392156862745
BDP_245928	73	25915	42.7029702970297
BDP_329597	19	25914	98
BDP_194123	16	25911	100
BDP_285115	15	25908	100
BDP_69870	14	25907	93
BDP_330889	24	25904	97
BDP_362823	168	25898	73
BDP_150512	21	25892	78
BDP_347999	22	25888	98
BDP_353503	58	25888	38.959999999999994
BDP_322962	30	25884	82
BDP_219054	15	25882	100
BDP_134208	59	25879	96
BDP_325341	15	25879	98
BDP_67799	21	25877	99
BDP_52107	14	25875	77.01020408163265
BDP_428505	12	25871	58.00990099009901
BDP_100325	22	25869	99
BDP_357752	80	25867	63
BDP_19815	12	25866	28.410000000000004
BDP_307290	16	25864	96
BDP_2828	88	25859	84.0392156862745
BDP_230057	29	25858	100
BDP_85945	26	25854	92
BDP_407605	24	25854	100
BDP_307329	57	25852	100
BDP_348689	17	25852	100
BDP_414495	28	25852	100
BDP_10250	22	25844	81
BDP_42971	31	25843	99
BDP_266872	22	25838	92
BDP_312170	55	25833	55.410000000000004
BDP_98698	9	25832	100
BDP_329139	249	25828	100
BDP_348850	26	25822	90
BDP_221459	27	25821	98
BDP_196727	12	25819	20.560000000000002
BDP_110266	89	25813	91
BDP_21951	42	25801	100
BDP_382074	46	25795	100
BDP_197741	31	25790	86
BDP_351807	34	25790	98
BDP_57395	67	25788	87
BDP_280045	88	25786	97
BDP_234728	99	25785	92
BDP_159611	15	25777	100
BDP_338704	11	25773	100
BDP_330599	90	25772	99
BDP_21121	48	25769	65.45794392523365
BDP_39704	25	25768	100
BDP_243345	48	25767	98
BDP_311743	11	25765	100
BDP_143065	64	25763	100
BDP_93034	19	25761	100
BDP_41638	23	25759	90
BDP_416049	102	25753	100
BDP_201269	43	25751	96
BDP_36919	63	25749	96
BDP_89610	22	25749	99
BDP_189432	380	25748	99
BDP_168277	68	25742	100
BDP_368967	18	25740	100
BDP_294107	29	25732	80.00990099009901
BDP_402791	24	25732	100
BDP_262681	15	25729	100
BDP_46126	14	25727	100
BDP_139382	64	25726	100
BDP_427475	55	25726	99
BDP_376685	12	25722	28.410000000000004
BDP_135936	49	25720	100
BDP_205620	15	25719	99
BDP_245386	5	25710	100
BDP_144630	101	25706	100
BDP_213052	48	25706	91.01
BDP_341229	8	25704	98
BDP_238407	19	25703	92
BDP_332880	26	25700	77
BDP_420451	47	25699	51.01063829787235
BDP_268222	25	25698	64.09
BDP_287347	74	25698	88.01
BDP_154111	21	25683	99
BDP_293997	108	25682	67.81
BDP_270100	16	25681	100
BDP_141637	15	25674	99
BDP_91834	46	25672	84
BDP_248403	38	25661	88.00990099009901
BDP_32700	19	25658	20.61
BDP_291564	17	25658	100
BDP_350855	61	25656	99
BDP_430052	17	25654	100
BDP_336516	19	25650	100
BDP_378740	130	25647	96
BDP_192895	13	25646	56.49000000000001
BDP_193772	48	25643	98
BDP_271538	35	25643	99
BDP_216842	21	25642	97
BDP_19331	69	25638	97
BDP_38330	18	25637	46.565217391304344
BDP_122112	6	25635	99
BDP_416690	12	25635	45.81
BDP_64501	115	25634	100
BDP_164613	12	25634	23.559633027522935
BDP_210142	29	25633	100
BDP_174427	17	25632	100
BDP_40120	58	25631	93
BDP_363334	27	25630	98
BDP_34980	13	25625	78.04040404040404
BDP_76355	26	25622	100
BDP_71061	14	25621	34.773584905660385
BDP_369353	50	25618	100
BDP_253991	43	25614	95
BDP_417800	70	25612	97
BDP_156818	44	25601	100
BDP_419394	12	25601	22.439999999999998
BDP_45336	20	25597	100
BDP_166756	69	25594	99
BDP_364936	15	25592	100
BDP_44320	291	25591	100
BDP_410883	11	25590	100
BDP_22121	14	25589	99
BDP_382479	9	25589	43.89
BDP_170308	24	25587	100
BDP_20591	9	25586	98
BDP_256002	38	25582	100
BDP_31718	60	25581	31.563218390804593
BDP_376096	47	25581	100
BDP_317454	11	25580	100
BDP_36204	17	25579	98
BDP_360445	13	25578	25.34343434343434
BDP_65967	331	25577	98
BDP_80118	80	25573	90.09
BDP_401752	56	25573	27.409999999999997
BDP_69173	18	25572	100
BDP_34065	9	25571	99
BDP_49719	35	25570	100
BDP_70633	59	25570	71.00990099009901
BDP_399221	76	25570	87
BDP_269073	15	25569	46.01265822784811
BDP_105282	151	25566	48.0392156862745
BDP_329005	13	25564	65.15384615384616
BDP_144920	6	25563	100
BDP_339620	8	25563	100
BDP_252050	16	25562	100
BDP_380462	19	25559	100
BDP_285810	15	25558	100
BDP_57259	47	25555	100
BDP_154567	20	25555	92.00990099009901
BDP_175255	15	25554	100
BDP_266377	17	25554	84.16
BDP_11390	60	25548	100
BDP_5564	30	25545	51.239999999999995
BDP_268102	68	25545	100
BDP_79268	17	25542	98.01
BDP_42024	43	25540	79
BDP_221981	13	25539	73.0873786407767
BDP_169657	35	25538	98
BDP_16572	84	25537	92
BDP_396253	7	25535	100
BDP_18036	44	25530	99
BDP_25557	49	25526	100
BDP_173012	43	25526	100
BDP_152857	6	25522	100
BDP_19839	18	25521	100
BDP_169110	22	25518	21.33333333333333
BDP_430066	17	25515	100
BDP_410020	43	25513	100
BDP_150341	6	25512	98
BDP_415684	107	25512	100
BDP_271722	21	25509	91
BDP_11809	63	25505	97
BDP_134174	713	25505	100
BDP_412198	14	25499	47.19047619047619
BDP_146647	44	25496	100
BDP_411682	58	25496	98
BDP_331746	21	25495	100
BDP_55611	22	25494	99
BDP_289893	85	25489	90
BDP_91168	12	25487	100
BDP_272461	12	25483	100
BDP_298425	50	25483	100
BDP_27623	65	25482	96.00990099009901
BDP_328743	34	25482	100
BDP_104229	127	25481	79
BDP_352076	24	25479	100
BDP_191328	8	25476	100
BDP_383698	31	25474	100
BDP_79821	139	25473	99
BDP_367265	16	25473	99
BDP_56605	24	25470	82.08910891089108
BDP_291173	26	25469	33.410000000000004
BDP_252498	19	25465	94
BDP_63260	24	25464	39.17647058823529
BDP_79347	10	25464	99
BDP_278571	18	25464	27.410000000000004
BDP_5572	63	25458	62.087378640776706
BDP_35907	13	25454	90
BDP_209026	43	25454	98
BDP_99667	5	25451	100
BDP_242871	14	25442	100
BDP_30140	19	25441	100
BDP_9773	46	25432	73
BDP_238365	13	25431	100
BDP_97579	20	25428	100
BDP_1084	48	25422	99
BDP_72023	24	25421	24.29
BDP_93010	27	25413	100
BDP_24550	19	25411	69.33644859813084
BDP_90190	48	25406	94
BDP_413338	18	25406	56.49000000000001
BDP_235812	13	25393	47.24509803921568
BDP_169653	23	25389	100
BDP_274198	26	25381	90
